Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
05.06.,21:00,Arena Premium 2,Košarka,"Joventut - Baskonia, G2",ŠPANSKA LIGA
05.06.,21:00,Arena Premium 5,Basket 3x3,Austrija - Belgija,FIBA 3X3 World Cup
05.06.,21:25,Arena Premium 5,Basket 3x3,Francuska - Madagaskar,FIBA 3X3 World Cup
05.06.,21:30,Arena Premium 3,Odbojka,Dominikanska Republika - Bugarska,Liga Nacija (Ž)
06.06.,08:40,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 2,MOTO 3
06.06.,09:00,Arena Premium 1,Mali fudbal,Arenino Svetsko Prvenstvo,ARENINO SVETSKO PRVENSTVO
06.06.,09:25,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 2,MOTO 2
06.06.,10:00,Arena Tenis,Tenis,Girls Semifinal 1,ITF - Kuršumlijska banja
06.06.,10:10,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 2,MOTO GP
06.06.,10:45,Adrenalin,Moto Sport,Monako: Sprint,FORMULA 3
06.06.,10:50,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 1,MOTO GP
06.06.,11:15,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 2,MOTO GP
06.06.,12:00,Arena Tenis,Tenis,Girls Semifinal 2,ITF - Kuršumlijska banja
06.06.,12:30,Adrenalin,Moto Sport,Monako: Trening 3,FORMULA 1
06.06.,12:45,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 1,MOTO 3
06.06.,13:10,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 2,MOTO 3
06.06.,13:30,Arena Premium 2,Odbojka,Kina - Srbija,Liga Nacija (Ž)
06.06.,13:40,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 1,MOTO 2
06.06.,14:00,Arena Tenis,Tenis,Boys Semifinal 1,ITF - Kuršumlijska banja
06.06.,14:05,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 2,MOTO 2
06.06.,14:15,Adrenalin,Moto Sport,Monako: Sprint Trka,FORMULA 2
06.06.,15:00,Arena Premium 1,Fudbal,Belgija - Tunis,PRIJATELJSKE UTAKMICE
06.06.,15:00,Arena Premium 3,Rukomet,"Metz - CSM Bucuresti, polufinale 1",EHF LIGA ŠAMPIONA (Ž)
06.06.,15:00,Arena Sport 8,Moto Sport,Mađarska: Sprint,MOTO GP
06.06.,16:00,Arena Premium 2,Odbojka,Brazil - Bugarska,Liga Nacija (Ž)
06.06.,16:00,Arena Tenis,Tenis,Boys Semifinal 2,ITF - Kuršumlijska banja
06.06.,16:00,Arena Sport 4,Američki fudbal,Calanda Broncos — Warsaw Eagles,CENTRAL EUROPEAN FOOTBALL LEAGUE
06.06.,16:00,Adrenalin,Moto Sport,Monako: Kvalifikacije,FORMULA 1
06.06.,17:00,Arena Sport 2,Košarka,"Nanterre - Monaco, polufinale G3",FRANCUSKA LIGA
06.06.,18:00,Arena Premium 1,Košarka,"Dubai - Partizan, finale G2",ABA LIGA
06.06.,18:00,Arena Premium 2,Košarka,"Real Madrid - Tenerife, G3",ŠPANSKA LIGA
06.06.,18:00,Arena Premium 3,Rukomet,"Brest - Gyori, polufinale 2",EHF LIGA ŠAMPIONA (Ž)
06.06.,18:00,Arena Premium 5,Basket 3x3,"Srbija - TBD, QF1",FIBA 3X3 World Cup
06.06.,18:00,Arena Sport 1,Odbojka,Severna Makedonija - Mađarska,CEV EUROPEAN LEAGUE Ž
06.06.,18:25,Arena Premium 5,Basket 3x3,"TBD - Litvanija, QF2",FIBA 3X3 World Cup
06.06.,18:30,Arena Sport 3,Košarka,"Bamberg - Alba, polufinale G4",NEMAČKA LIGA
06.06.,19:00,Arena Premium 4,Košarka,"Bahcesehir - Besiktas, polufinale G3",TURSKA LIGA
06.06.,19:00,Arena Sport 4,Američki fudbal,Thonon Black Panthers — Guelfi Firenze,CENTRAL EUROPEAN FOOTBALL LEAGUE
06.06.,19:00,Arena Sport 5,Pikado,"Četvrtfinala,polufinala i finale",Nordic Darts Master
06.06.,19:00,Adrenalin,Skokovi u vodu,"SAD: St. Petersburg, Florida",Red Bull Cliff Diving World Series
06.06.,19:30,Arena Sport 10,Futsal,Polufinala,Trofej Tašmajdana
06.06.,19:45,Arena Premium 3,Fudbal,Portugal - Čile,PRIJATELJSKE UTAKMICE
06.06.,20:00,Arena Premium 5,Basket 3x3,"Nemačka - TBD, QF3",FIBA 3X3 World Cup
06.06.,20:00,Arena Sport 1,Košarka,"Venezia - Virtus Bologna, polufinale, G4",ITALIJANSKA LIGA
06.06.,20:00,Arena Sport 7,Box,Billam-Smith vs. Rozicki,Zuffa Boxing 7
06.06.,20:25,Arena Premium 5,Basket 3x3,"TBD - SAD, QF4",FIBA 3X3 World Cup
06.06.,20:30,Arena Sport 2,Odbojka,Italija - Turska,Liga Nacija (Ž)
06.06.,21:00,Arena Premium 2,Košarka,"Murcia - Barcelona, G3",ŠPANSKA LIGA
06.06.,21:00,Arena Premium 4,Fudbal,Švajcarska - Australija,PRIJATELJSKE UTAKMICE
06.06.,21:00,Arena Sport 10,Futsal,Polufinala,Trofej Tašmajdana
06.06.,21:00,Arena 1X2,Fudbal,Castellon - Almeria,ŠPANSKA 2. LIGA
06.06.,22:00,Arena Premium 1,Fudbal,Engleska - Novi Zeland,PRIJATELJSKE UTAKMICE
06.06.,22:00,Arena Premium 3,Fudbal,Bolivija - Škotska,PRIJATELJSKE UTAKMICE
06.06.,22:00,Arena Premium 5,Atletika,USATF Lone Star Grand Prix,World Athletics Continental Tour
06.06.,22:30,Arena Sport 2,Odbojka,Kanada - Francuska,Liga Nacija (Ž)
07.06.,00:00,Arena Premium 1,Fudbal,Brazil - Egipat,PRIJATELJSKE UTAKMICE
07.06.,02:00,Arena Premium 1,Fudbal,Argentina - Honduras,PRIJATELJSKE UTAKMICE
07.06.,02:00,Arena Premium 2,Hokej,"Las Vegas Golden Knights - Carolina Hurricanes, Finale G3",NHL
07.06.,07:45,Adrenalin,Moto Sport,Monako: Trka,FORMULA 3
07.06.,09:00,Arena Premium 2,Odbojka,Belgija - Srbija,Liga Nacija (Ž)
07.06.,09:25,Adrenalin,Moto Sport,Monako: Trka,FORMULA 2
07.06.,10:00,Arena Premium 1,Mali fudbal,Arenino Svetsko Prvenstvo,ARENINO SVETSKO PRVENSTVO
07.06.,10:00,Arena Tenis,Tenis,Girls Final,ITF - Kuršumlijska banja
07.06.,11:00,Arena Premium 4,Moto Sport,Mađarska: Trka,MOTO 3
07.06.,11:45,Adrenalin,Moto Sport,Monako: Trka,Porsche Supercup
07.06.,12:00,Arena Tenis,Tenis,Boys Final,ITF - Kuršumlijska banja
07.06.,12:15,Arena Premium 4,Moto Sport,Mađarska: Trka,MOTO 2
07.06.,12:30,Arena Sport 8,Golf,"KLM Open, dan 4",DP WORLD TOUR
07.06.,13:00,Arena Premium 2,Odbojka,Kina - Poljska,Liga Nacija (Ž)
07.06.,14:00,Arena Premium 4,Moto Sport,Mađarska: Trka,MOTO GP
07.06.,14:15,Adrenalin,Moto Sport,Monako: Trka,FORMULA 1
07.06.,15:00,Arena Premium 1,Rukomet,Meč za treće mesto,EHF LIGA ŠAMPIONA (Ž)
07.06.,15:00,Arena Premium 3,Košarka,"Lokomotiv - Zenit, G3",VTB LIGA
07.06.,15:00,Arena Premium 5,Rukomet,Fuchse Berlin - Flensburg,BUNDESLIGA
07.06.,16:00,Arena Premium 2,Odbojka,Dominikanska Republika - Holandija,Liga Nacija (Ž)
07.06.,16:30,Arena Sport 3,Odbojka,Portugal - Severna Makedonija,CEV EUROPEAN LEAGUE Ž
07.06.,17:00,Arena Premium 4,Basket 3x3,Polufinala Ž,FIBA 3X3 World Cup
07.06.,17:00,Arena Sport 2,Atletika,Stokholm,DIJAMANTSKA LIGA
07.06.,18:00,Arena Premium 1,Rukomet,FINALE,EHF LIGA ŠAMPIONA (Ž)
07.06.,18:00,Arena Premium 3,Košarka,"Valencia - Bilbao, G3*",ŠPANSKA LIGA
07.06.,18:00,Arena Sport 10,Basket 3x3,Novi Beograd,BG U23 League
07.06.,18:10,Arena Premium 4,Basket 3x3,Polufinala,FIBA 3X3 World Cup
07.06.,18:30,Arena Sport 1,Fudbal,Danska - Ukrajina,PRIJATELJSKE UTAKMICE
07.06.,19:00,Arena Sport 2,Košarka,"Cholet - Paris, polufinale, G3",FRANCUSKA LIGA
07.06.,19:00,Arena Sport 4,Odbojka,Severna Makedonija - Luksemburg,CEV EUROPEAN LEAGUE
07.06.,19:30,Arena Premium 2,Odbojka,Brazil - Italija,Liga Nacija (Ž)
07.06.,19:30,Arena Sport 9,Futsal,Utakmica za treće mesto,Trofej Tašmajdana
07.06.,19:35,Arena Premium 4,Basket 3x3,Meč za treće mesto Ž,FIBA 3X3 World Cup
07.06.,20:05,Arena Premium 4,Basket 3x3,Meč za treće mesto,FIBA 3X3 World Cup
07.06.,20:45,Arena Premium 4,Basket 3x3,Finale Ž,FIBA 3X3 World Cup
07.06.,20:45,Arena Sport 3,Fudbal,Hrvatska - Slovenija,PRIJATELJSKE UTAKMICE
07.06.,21:00,Arena Premium 1,Fudbal,Maroko - Norveška,PRIJATELJSKE UTAKMICE
07.06.,21:00,Arena Premium 3,Košarka,"Baskonia - Joventut, G3*",ŠPANSKA LIGA
07.06.,21:00,Arena Sport 1,Fudbal,Grčka - Italija,PRIJATELJSKE UTAKMICE
07.06.,21:00,Arena Sport 9,Futsal,Finale,Trofej Tašmajdana
07.06.,21:00,Adrenalin,Moto Sport,Michigan,NASCAR CUP SERIES
07.06.,21:00,Arena 1X2,Fudbal,Las Palmas - Malaga,ŠPANSKA 2. LIGA
07.06.,21:15,Arena Premium 4,Basket 3x3,Finale,FIBA 3X3 World Cup
07.06.,23:00,Arena Premium 2,Odbojka,Bugarska - Turska,Liga Nacija (Ž)
08.06.,10:00,Arena Premium 1,Mali fudbal,Stari Grad - finale,ARENINA LIGA ŠAMPIONA
08.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 1",ATP 250 - Stuttgart
08.06.,18:30,Arena Premium 2,Košarka,"UNICS - CSKA, finale G3",VTB LIGA
08.06.,19:00,Arena Premium 3,Košarka,"Polufinale, G4",FRANCUSKA LIGA
08.06.,20:00,Arena Premium 1,Košarka,"Finale: Olympiacos - Panathinaikos, G3",GRČKA LIGA
08.06.,20:45,Arena Premium 2,Fudbal,Holandija - Uzbekistan,PRIJATELJSKE UTAKMICE
08.06.,21:00,Arena Premium 3,Fudbal,Francuska - Sev. Irska,PRIJATELJSKE UTAKMICE
09.06.,04:00,Arena Premium 1,Fudbal,Španija - Peru,PRIJATELJSKE UTAKMICE
09.06.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd - Finale,ARENINA LIGA ŠAMPIONA
09.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 2",ATP 250 - Stuttgart
09.06.,18:30,Arena Premium 2,Košarka,"Bayern - Bonn, polufinale G5*",NEMAČKA LIGA
09.06.,19:00,Arena Premium 1,Košarka,"Lokomotiv - Zenit, G4",VTB LIGA
09.06.,19:00,Arena Premium 3,Fudbal,Srbija - Danska,KVALIFIKACIJE ZA SVETSKO PRVENSTVO Ž
09.06.,19:00,Arena Premium 5,Košarka,"Polufinale, G4",FRANCUSKA LIGA
09.06.,20:30,Arena Premium 2,Košarka,Polufinale 1 G1,ŠPANSKA LIGA
09.06.,21:00,Arena Premium 3,Fudbal,Almeria - Castellon,ŠPANSKA 2. LIGA
10.06.,00:30,Arena Premium 3,Bejzbol,Pittsburgh Pirates - Los Angeles Dodgers,Major League Baseball
10.06.,02:00,Arena Premium 2,Hokej,"Las Vegas Golden Knights - Carolina Hurricanes, Finale G4",NHL
10.06.,02:30,Arena Premium 1,Fudbal,Argentina - Island,PRIJATELJSKE UTAKMICE
10.06.,10:30,Arena Premium 4,Odbojka,Kina - Slovenija,Liga Nacija
10.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 3",ATP 250 - Stuttgart
10.06.,12:30,Arena Premium 5,Tenis,"Centralni teren, dan 3",WTA 500 - London
10.06.,14:00,Arena Premium 4,Odbojka,Ukrajina - Japan,Liga Nacija
10.06.,17:00,Arena Premium 2,Odbojka,Turska - SAD,Liga Nacija
10.06.,18:30,Arena Premium 3,Košarka,"UNICS - CSKA, finale G4",VTB LIGA
10.06.,19:00,Arena Premium 1,Košarka,"Partizan - Dubai, finale G3",ABA LIGA
10.06.,19:10,Arena Sport 3,Bejzbol,Cleveland Guardians - New York Yankees,Major League Baseball
10.06.,20:00,Arena Premium 2,Košarka,"Finale: Panathinaikos - Olympiacos, G4*",GRČKA LIGA
10.06.,20:00,Arena Sport 1,Atletika,Oslo,DIJAMANTSKA LIGA
10.06.,20:30,Arena Premium 4,Košarka,Polufinale 2 G1,ŠPANSKA LIGA
10.06.,21:00,Arena Premium 3,Fudbal,Engleska - Kostarika,PRIJATELJSKE UTAKMICE
10.06.,21:00,Arena Sport 2,Fudbal,Malaga - Las Palmas,ŠPANSKA 2. LIGA
10.06.,21:30,Arena Premium 1,Odbojka,Srbija - Argentina,Liga Nacija
10.06.,21:45,Arena Premium 5,Fudbal,Portugal - Nigerija,PRIJATELJSKE UTAKMICE
10.06.,22:00,Arena Premium 2,Odbojka,Francuska - Italija,Liga Nacija
