Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
03.06.,19:00,Arena Premium 3,Košarka,"Fenerbahce - Efes, polufinale G2",TURSKA LIGA
03.06.,19:20,Arena Premium 5,Basket 3x3,Austrija - Španija,FIBA 3X3 World Cup
03.06.,19:45,Arena Premium 5,Basket 3x3,Srbija - Australija,FIBA 3X3 World Cup
03.06.,20:00,Arena Premium 1,Košarka,"Finale: Olympiacos - Panathinaikos, G1",GRČKA LIGA
03.06.,20:00,Arena Premium 4,Košarka,"Milano - Brescia, polufinale G3",ITALIJANSKA LIGA
03.06.,20:00,Arena Sport 2,Košarka,"Monaco - Nanterre, polufinale G2",FRANCUSKA LIGA
03.06.,20:00,Arena Sport 3,Rukomet,Magdeburg - Gummersbach,BUNDESLIGA
03.06.,20:00,Arena Sport 4,Fudbal,Danska - Kongo,PRIJATELJSKE UTAKMICE
03.06.,20:45,Arena Sport 1,Fudbal,Holandija - Alžir,PRIJATELJSKE UTAKMICE
03.06.,21:00,Arena Premium 2,Košarka,"Baskonia - Joventut, G1",ŠPANSKA LIGA
03.06.,21:10,Arena Premium 5,Basket 3x3,Madagaskar - Španija,FIBA 3X3 World Cup
03.06.,21:35,Arena Premium 5,Basket 3x3,Srbija - Austrija,FIBA 3X3 World Cup
03.06.,22:30,Arena Premium 1,Odbojka,Francuska - Japan,Liga Nacija (Ž)
04.06.,01:00,Arena Premium 1,Odbojka,Brazil - Holandija,Liga Nacija (Ž)
04.06.,10:00,Arena Premium 1,Mali fudbal,Stari Grad - polufinala,ARENINA LIGA ŠAMPIONA
04.06.,13:20,Arena Premium 5,Basket 3x3,Brazil - Belgija,FIBA 3X3 World Cup
04.06.,13:30,Arena Premium 2,Odbojka,Kina - Tajland,Liga Nacija (Ž)
04.06.,13:45,Arena Premium 5,Basket 3x3,Litvanija - Puerto Rico,FIBA 3X3 World Cup
04.06.,15:10,Arena Premium 5,Basket 3x3,Francuska - Brazil,FIBA 3X3 World Cup
04.06.,15:35,Arena Premium 5,Basket 3x3,Belgija - Puerto Rico,FIBA 3X3 World Cup
04.06.,16:00,Arena Sport 10,Basket 3x3,Novi Sad: BG League x Bulut hoops U15,BG League
04.06.,17:30,Arena Premium 5,Basket 3x3,Litvanija - Francuska,FIBA 3X3 World Cup
04.06.,17:55,Arena Premium 5,Basket 3x3,Letonija - Češka,FIBA 3X3 World Cup
04.06.,18:00,Arena Premium 1,Košarka,"Dubai - Partizan, finale G1",ABA LIGA
04.06.,18:30,Arena Premium 2,Košarka,"CSKA - UNICS, finale G2",VTB LIGA
04.06.,18:30,Arena Sport 2,Košarka,"Bonn - Bayern, polufinale G3",NEMAČKA LIGA
04.06.,19:00,Arena Premium 3,Košarka,"Barcelona - Murcia, G2",ŠPANSKA LIGA
04.06.,19:00,Arena Sport 1,Košarka,"Besiktas - Bahcesehir, polufinale G2",TURSKA LIGA
04.06.,19:00,Arena Sport 4,Fudbal,Švedska - Grčka,PRIJATELJSKE UTAKMICE
04.06.,19:05,Arena Sport 5,Bejzbol,Philadelphia Phillies - San Diego Padres,Major League Baseball
04.06.,19:20,Arena Premium 5,Basket 3x3,Mongolija - SAD,FIBA 3X3 World Cup
04.06.,19:45,Arena Premium 5,Basket 3x3,Poljska - Češka,FIBA 3X3 World Cup
04.06.,20:00,Arena Premium 4,Košarka,"Venezia - Virtus Bologna, polufinale G3",ITALIJANSKA LIGA
04.06.,20:00,Arena Sport 3,Rukomet,Melsungen - Fuchse Berlin,BUNDESLIGA
04.06.,20:00,Arena Sport 6,Košarka,"Paris - Cholet, polufinale, G2",FRANCUSKA LIGA
04.06.,20:30,Arena Sport 2,Košarka,"Bamberg - Alba, polufinale G3",NEMAČKA LIGA
04.06.,21:00,Arena Premium 1,Fudbal,Španija - Irak,PRIJATELJSKE UTAKMICE
04.06.,21:00,Arena Premium 3,Košarka,"Tenerife - Real Madrid, G2",ŠPANSKA LIGA
04.06.,21:00,Arena Sport 1,Atletika,Rim,DIJAMANTSKA LIGA
04.06.,21:10,Arena Premium 2,Fudbal,Francuska - Obala Slonovače,PRIJATELJSKE UTAKMICE
04.06.,21:10,Arena Premium 5,Basket 3x3,Letonija - Mongolija,FIBA 3X3 World Cup
04.06.,21:30,Arena Sport 4,Odbojka,Turska - Holandija,Liga Nacija (Ž)
04.06.,21:35,Arena Premium 5,Basket 3x3,SAD - Poljska,FIBA 3X3 World Cup
05.06.,01:00,Arena Premium 1,Odbojka,Brazil - Dominikanska Republika,Liga Nacija (Ž)
05.06.,02:00,Arena Premium 2,Hokej,"Carolina Hurricanes - Las Vegas Golden Knights, Finale G2",NHL
05.06.,04:00,Arena Premium 1,Fudbal,Meksiko - Srbija,PRIJATELJSKE UTAKMICE
05.06.,09:00,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 1,MOTO 3
05.06.,09:50,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 1,MOTO 2
05.06.,10:00,Arena Premium 1,Mali fudbal,Stari Grad - revanš polufinala,ARENINA LIGA ŠAMPIONA
05.06.,10:45,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 1,MOTO GP
05.06.,11:05,Adrenalin,Moto Sport,Monako: Kvalifikacije A,FORMULA 3
05.06.,11:30,Adrenalin,Moto Sport,Monako: Kvalifikacije B,FORMULA 3
05.06.,13:15,Arena Sport 8,Moto Sport,Mađarska: Trening,MOTO 3
05.06.,13:30,Arena Premium 1,Odbojka,Srbija - Poljska,Liga Nacija (Ž)
05.06.,13:30,Adrenalin,Moto Sport,Monako: Trening 1,FORMULA 1
05.06.,14:05,Arena Sport 8,Moto Sport,Mađarska: Trening,MOTO 2
05.06.,15:00,Arena Sport 8,Moto Sport,Mađarska: Trening,MOTO GP
05.06.,15:10,Adrenalin,Moto Sport,Monako: Kvalifikacije A,FORMULA 2
05.06.,15:35,Adrenalin,Moto Sport,Monako: Kvalifikacije B,FORMULA 2
05.06.,16:00,Arena Sport 10,Basket 3x3,Novi Sad: BG League x Bulut hoops U15,BG League
05.06.,17:00,Arena Premium 2,Fudbal,Italija - Srbija,KVALIFIKACIJE ZA SVETSKO PRVENSTVO Ž
05.06.,17:00,Adrenalin,Moto Sport,Monako: Trening 2,FORMULA 1
05.06.,18:30,Arena Sport 1,Fudbal,Slovačka - Crna Gora,PRIJATELJSKE UTAKMICE
05.06.,19:00,Arena Premium 2,Košarka,"Bilbao - Valencia, G2",ŠPANSKA LIGA
05.06.,19:00,Arena Premium 3,Košarka,"Efes - Fenerbahce, polufinale G3",TURSKA LIGA
05.06.,19:00,Arena Premium 5,Basket 3x3,Play In 1,FIBA 3X3 World Cup
05.06.,19:00,Arena Sport 2,Odbojka,Holandija - Severna Makedonija,CEV EUROPEAN LEAGUE
05.06.,19:00,Arena Sport 5,Pikado,Runda 1,Nordic Darts Master
05.06.,19:45,Arena 1X2,Fudbal,Mađarska - Finska,PRIJATELJSKE UTAKMICE
05.06.,20:00,Arena Premium 1,Košarka,"Finale: Panathinaikos - Olympiacos, G2",GRČKA LIGA
05.06.,20:00,Arena Premium 4,Košarka,"Milano - Brescia, polufinale G4*",ITALIJANSKA LIGA
05.06.,21:00,Arena Premium 2,Košarka,"Joventut - Baskonia, G2",ŠPANSKA LIGA
05.06.,21:00,Arena Premium 5,Basket 3x3,Play In 2,FIBA 3X3 World Cup
05.06.,21:30,Arena Premium 3,Odbojka,Dominikanska Republika - Bugarska,Liga Nacija (Ž)
06.06.,08:40,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 2,MOTO 3
06.06.,09:25,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 2,MOTO 2
06.06.,10:00,Arena Premium 1,Mali fudbal,Arenino Svetsko Prvenstvo,ARENINO SVETSKO PRVENSTVO
06.06.,10:00,Arena Tenis,Tenis,Girls Semifinal 1,ITF - Kuršumlijska banja
06.06.,10:10,Arena Sport 8,Moto Sport,Mađarska: Slobodan Trening 2,MOTO GP
06.06.,10:45,Adrenalin,Moto Sport,Monako: Sprint Trka,FORMULA 3
06.06.,10:50,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 1,MOTO GP
06.06.,11:15,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 2,MOTO GP
06.06.,12:00,Arena Tenis,Tenis,Girls Semifinal 2,ITF - Kuršumlijska banja
06.06.,12:30,Adrenalin,Moto Sport,Monako: Trening 3,FORMULA 1
06.06.,12:45,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 1,MOTO 3
06.06.,13:10,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 2,MOTO 3
06.06.,13:30,Arena Premium 2,Odbojka,Kina - Srbija,Liga Nacija (Ž)
06.06.,13:40,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 1,MOTO 2
06.06.,14:00,Arena Tenis,Tenis,Boys Semifinal 1,ITF - Kuršumlijska banja
06.06.,14:05,Arena Sport 8,Moto Sport,Mađarska: Kvalifikacije 2,MOTO 2
06.06.,14:15,Adrenalin,Moto Sport,Monako: Sprint Trka,FORMULA 2
06.06.,15:00,Arena Premium 1,Fudbal,Belgija - Tunis,PRIJATELJSKE UTAKMICE
06.06.,15:00,Arena Premium 3,Rukomet,"Metz - CSM Bucuresti, polufinale 1",EHF LIGA ŠAMPIONA (Ž)
06.06.,15:00,Arena Sport 8,Moto Sport,Mađarska: Sprint,MOTO GP
06.06.,16:00,Arena Premium 2,Odbojka,Brazil - Bugarska,Liga Nacija (Ž)
06.06.,16:00,Arena Tenis,Tenis,Boys Semifinal 2,ITF - Kuršumlijska banja
06.06.,16:00,Arena Sport 4,Američki fudbal,Calanda Broncos — Warsaw Eagles,CENTRAL EUROPEAN FOOTBALL LEAGUE
06.06.,16:00,Adrenalin,Moto Sport,Monako: Kvalifikacije,FORMULA 1
06.06.,17:00,Arena Sport 2,Košarka,"Nanterre - Monaco, polufinale G3",FRANCUSKA LIGA
06.06.,18:00,Arena Premium 1,Košarka,"Dubai - Partizan, finale G2",ABA LIGA
06.06.,18:00,Arena Premium 2,Košarka,"Real Madrid - Tenerife, G3*",ŠPANSKA LIGA
06.06.,18:00,Arena Premium 3,Rukomet,"Brest - Gyori, polufinale 2",EHF LIGA ŠAMPIONA (Ž)
06.06.,18:00,Arena Premium 5,Basket 3x3,Četvrtfinala 1 i 2,FIBA 3X3 World Cup
06.06.,18:00,Arena Sport 1,Odbojka,Severna Makedonija - Mađarska,CEV EUROPEAN LEAGUE Ž
06.06.,18:30,Arena Sport 3,Košarka,"Bamberg - Alba, polufinale G4*",NEMAČKA LIGA
06.06.,19:00,Arena Premium 4,Košarka,"Bahcesehir - Besiktas, polufinale G3",TURSKA LIGA
06.06.,19:00,Arena Sport 4,Američki fudbal,Thonon Black Panthers — Guelfi Firenze,CENTRAL EUROPEAN FOOTBALL LEAGUE
06.06.,19:00,Arena Sport 5,Pikado,"Četvrtfinala,polufinala i finale",Nordic Darts Master
06.06.,19:00,Adrenalin,Skokovi u vodu,"SAD: St. Petersburg, Florida",Red Bull Cliff Diving World Series
06.06.,19:45,Arena Premium 3,Fudbal,Portugal - Čile,PRIJATELJSKE UTAKMICE
06.06.,20:00,Arena Premium 5,Basket 3x3,Četvrtfinala 3 i 4,FIBA 3X3 World Cup
06.06.,20:00,Arena Sport 1,Košarka,"Venezia - Virtus Bologna, polufinale, G4*",ITALIJANSKA LIGA
06.06.,20:30,Arena Sport 2,Odbojka,Italija - Turska,Liga Nacija (Ž)
06.06.,20:30,Arena Sport 3,Košarka,"Bonn - Bayern, polufinale G4*",NEMAČKA LIGA
06.06.,21:00,Arena Premium 2,Fudbal,Engleska - Novi Zeland,PRIJATELJSKE UTAKMICE
06.06.,21:00,Arena Premium 4,Košarka,"Murcia - Barcelona, G3*",ŠPANSKA LIGA
06.06.,21:00,Arena Premium 5,Fudbal,Švajcarska - Australija,PRIJATELJSKE UTAKMICE
06.06.,22:00,Arena Premium 1,Fudbal,Bolivija - Škotska,PRIJATELJSKE UTAKMICE
06.06.,22:00,Arena Premium 3,Atletika,USATF Lone Star Grand Prix,World Athletics Continental Tour
06.06.,22:30,Arena Sport 2,Odbojka,Kanada - Francuska,Liga Nacija (Ž)
